species_name,t_number,code,genome_link
Candidatus_Karelsulcia_muelleri_Sulcia-ALF,T02783,smv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/635/GCA_000442635.1_ASM44263v1
Candidatus_Karelsulcia_muelleri_BGSS,T03352,smub,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/305/GCA_000754305.1_ASM75430v1
Candidatus_Karelsulcia_muelleri_ML,T03536,smum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/435/GCA_000800435.1_ASM80043v1
Candidatus_Karelsulcia_muelleri_TETUND,T03664,smue,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/465/GCA_000831465.1_ASM83146v1
Candidatus_Karelsulcia_muelleri_PSPU,T03672,smup,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/155/GCA_000829155.1_ASM82915v1
Blattabacterium_sp._(Blattella_germanica)_Bge,T00995,bbl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/605/GCA_000022605.2_ASM2260v1
Blattabacterium_sp._BPLAN_(Periplaneta_americana),T00996,bpi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/165/GCA_000093165.1_ASM9316v1
Blattabacterium_sp._(Mastotermes_darwiniensis),T01642,bmm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/435/GCA_000233435.1_ASM23343v1
Blattabacterium_Cpu_(Cryptocercus_punctulatus),T01660,bcp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/405/GCA_000236405.1_ASM23640v1
Blattabacterium_sp._(Blaberus_giganteus),T02109,bbg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/715/GCA_000262715.1_ASM26271v1
Blattabacterium_sp._(Blatta_orientalis),T02446,bbq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/405/GCA_000334405.1_ASM33440v1
Blattabacterium_cuenoti,T02525,blp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/805/GCA_000348805.1_ASM34880v1
Blattabacterium_sp._(Nauphoeta_cinerea),T02863,blu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/965/GCA_000471965.1_ASM47196v1
Blattabacterium_sp._(Cryptocercus_kyebangensis),T05708,blck,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/855/GCA_003226855.1_ASM322685v1
Blattabacterium_punctulatus,T07565,bpun,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/695/GCA_003226695.1_ASM322669v1
Fluviicola_taffensis,T01455,fte,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/605/GCA_000194605.1_ASM19460v1
Candidatus_Fluviicola_riflensis,T05019,flu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/285/GCA_002243285.1_ASM224328v1
Paracrocinitomix_mangrovi,T07876,crm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/740/355/GCA_019740355.2_ASM1974035v2/
Owenweeksia_hongkongensis,T01677,oho,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/705/GCA_000236705.1_ASM23670v1
Croceimicrobium_hydrocarbonivorans,T07152,chyd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/524/565/GCA_014524565.1_ASM1452456v1
Ichthyobacterium_seriolicida,T05228,ise,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/369/955/GCA_002369955.1_ASM236995v1
Candidatus_Walczuchella_monophlebidarum,T03207,elv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/555/GCA_000709555.1_ASM70955v1
Candidatus_Uzinura_diaspidicola,T02439,udi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/975/GCA_000331975.1_ASM33197v1
Parvicella_tangerina,T08372,ptan,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/165/195/GCA_907165195.1_Cryomorphaceae_CECT30217
Candidatus_Sulfidibacterium_hydrothermale,T07944,shyr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/149/915/GCA_020149915.1_ASM2014991v1
Bacteroidetes_bacterium,T04336,bbau,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/415/GCA_001602415.1_ASM160241v1
Salinibacter_ruber_DSM_13855,T00312,sru,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/045/GCA_000013045.1_ASM1304v1
Salinibacter_ruber_M8,T01209,srm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/090/405/GCA_000090405.1_ASM9040v2
Rhodothermus_marinus_DSM_4252,T01119,rmr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/845/GCA_000024845.1_ASM2484v1
Rhodothermus_marinus_SG0.5JP17-172,T01606,rmg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/745/GCA_000224745.1_ASM22474v1
Rhodothermaceae_bacterium_RA,T04780,rbar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/995/GCA_001518995.2_ASM151899v2
Chlorobaculum_tepidum,T00088,cte,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/985/GCF_000006985.1_ASM698v1
Chlorobaculum_parvum,T00725,cpc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/505/GCA_000020505.1_ASM2050v1
Chlorobaculum_limnaeum,T04492,clz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/747/405/GCA_001747405.1_ASM174740v1
Chlorobium_chlorochromatii,T00290,cch,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/585/GCA_000012585.1_ASM1258v1
Chlorobium_phaeobacteroides_DSM_266,T00439,cph,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/125/GCA_000015125.1_ASM1512v1
Chlorobium_phaeobacteroides_BS1,T00709,cpb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/545/GCA_000020545.1_ASM2054v1
Chlorobium_limicola,T00766,cli,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/465/GCA_000020465.1_ASM2046v1
Chlorobium_phaeovibrioides,T00499,pvi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/085/GCA_000016085.1_ASM1608v1
Pelodictyon_luteolum,T00291,plt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/485/GCA_000012485.1_ASM1248v1
Pelodictyon_phaeoclathratiforme,T00731,pph,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/645/GCA_000020645.1_ASM2064v1
Prosthecochloris_aestuarii,T00732,paa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/625/GCA_000020625.1_ASM2062v1
Prosthecochloris_sp._CIB_2401,T04424,proc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/065/GCA_001687065.1_ASM168706v1
Prosthecochloris_sp._HL-130-GSB,T04847,prs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/113/825/GCA_002113825.1_ASM211382v1
Prosthecochloris_sp._GSB1,T04996,pros,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/205/GCA_002240205.1_ASM224020v1
Chloroherpeton_thalassium,T00726,cts,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/525/GCA_000020525.1_ASM2052v1
Ignavibacterium_album,T01943,ial,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/405/GCA_000258405.1_ASM25840v1
Melioribacter_roseus,T02176,mro,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/279/145/GCA_000279145.1_ASM27914v1
Cyclonatronum_proteinivorum,T05709,cprv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/065/GCA_003353065.1_ASM335306v1
Candidatus_Cloacimonas_acidaminovorans,T04769,caci,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/065/GCA_000146065.1_ASM14606v1
Aquifex_aeolicus,T00013,aae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/625/GCF_000008625.1_ASM862v1
Hydrogenobaculum_sp._Y04AAS1,T00745,hya,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/785/GCA_000020785.1_ASM2078v1
Hydrogenobaculum_sp._HO,T02482,hho,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/855/GCA_000341855.1_ASM34185v1
Hydrogenobaculum_sp._SN,T02516,hys,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/765/GCA_000348765.2_ASM34876v2
Hydrogenobacter_thermophilus,T01167,hth,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/785/GCA_000010785.1_ASM1078v1
Hydrogenobacter_thermophilus,T02106,hte,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/905/GCA_000164905.1_ASM16490v1
Thermocrinis_albus,T01179,tal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/605/GCA_000025605.1_ASM2560v1
Thermocrinis_ruber,T03001,trd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/735/GCA_000512735.1_ASM51273v1
Sulfurihydrogenibium_sp._YO3AOP1,T00715,sul,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/325/GCA_000020325.1_ASM2032v1
Sulfurihydrogenibium_azorense,T00876,saf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/545/GCA_000021545.1_ASM2154v1
Persephonella_marina,T00870,pmx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/565/GCA_000021565.1_ASM2156v1
Thermosulfidibacter_takaii,T04192,ttk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/735/GCA_001547735.1_ASM154773v1
Thermovibrio_ammonificans,T01391,tam,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/805/GCA_000185805.1_ASM18580v1
Desulfurobacterium_thermolithotrophum,T01427,dte,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/045/GCA_000191045.1_ASM19104v1
Thermotoga_maritima_MSB8,T00022,tma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/545/GCA_000008545.1_ASM854v1
Thermotoga_maritima_MSB8,T02663,tmm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/265/GCA_000390265.1_ASM39026v1
Thermotoga_maritima_MSB8,T02976,tmi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/655/GCA_000230655.3_ASM23065v3
Thermotoga_maritima_MSB8,T03902,tmw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/555/GCA_000978555.1_ASM97855v1
Thermotoga_maritima_Tma100,T03900,tmq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/575/GCA_000978575.1_ASM97857v1
Thermotoga_maritima_Tma200,T03901,tmx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/535/GCA_000978535.1_ASM97853v1
Thermotoga_petrophila_RKU-1,T00525,tpt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/785/GCA_000016785.1_ASM1678v1
Thermotoga_petrophila_RKU-10,T01139,tnp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/105/GCA_000025105.1_ASM2510v1
Thermotoga_sp._RQ2,T00706,trq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/625/GCA_000019625.1_ASM1962v1
Thermotoga_neapolitana,T00847,tna,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/945/GCA_000018945.1_ASM1894v1
Thermotoga_sp._2812B,T03494,thq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/335/GCA_000789335.1_ASM78933v1
Thermotoga_sp._Cell2,T03495,thz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/375/GCA_000789375.1_ASM78937v1
Thermotoga_sp._RQ7,T03669,thr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/145/GCA_000832145.1_ASM83214v1
Pseudothermotoga_lettingae,T00618,tle,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/865/GCA_000017865.1_ASM1786v1
Pseudothermotoga_thermarum,T01554,tta,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/815/GCA_000217815.1_ASM21781v1
Pseudothermotoga_hypogea,T04277,phy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/145/GCA_000816145.1_ASM81614v1
Thermosipho_melanesiensis,T00550,tme,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/905/GCA_000016905.1_ASM1690v1
Thermosipho_africanus,T00797,taf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/285/GCA_000021285.1_ASM2128v1
Thermosipho_sp._1063,T04625,thp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/365/GCA_001941365.1_ASM194136v1
Thermosipho_sp._1070,T04909,ther,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/682/135/GCA_001682135.1_ASM168213v1
Thermosipho_ferrireducens,T07656,tfe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/358/165/GCA_017358165.1_ASM1735816v1
Fervidobacterium_nodosum,T00579,fno,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/545/GCA_000017545.1_ASM1754v1
Fervidobacterium_pennivorans,T01808,fpe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/405/GCA_000235405.3_ASM23540v3
Fervidobacterium_islandicum,T04215,fia,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/275/GCA_000767275.4_ASM76727v4
Fervidobacterium_riparium,T08552,frr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/370/035/GCA_025370035.1_ASM2537003v1
Tepiditoga_spiralis,T06810,ocy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/701/195/GCA_014701195.1_ASM1470119v1
Petrotoga_mobilis,T00621,pmo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/605/GCA_000018605.1_ASM1860v1
Marinitoga_piezophila,T01665,mpz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/135/GCA_000255135.1_ASM25513v1
Marinitoga_sp._1137,T04633,marn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/525/GCA_001941525.1_ASM194152v1
Defluviitoga_tunisiensis,T03867,dtn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/715/GCA_000953715.1_DTL3
Oceanotoga_sp._DSM_15011,T08543,ocs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/837/015/GCA_025837015.1_ASM2583701v1
Kosmotoga_olearia,T00914,kol,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/325/GCA_000023325.1_ASM2332v1
Kosmotoga_pacifica,T03949,kpf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/025/GCA_001027025.1_ASM102702v1
Mesotoga_prima,T02123,mpg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/715/GCA_000147715.3_ASM14771v3
Mesotoga_infera,T05565,minf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/305/GCA_900157305.1_MESINF_chromosome
Athalassotoga_saccharophila,T06407,asac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/936/215/GCA_009936215.1_ASM993621v1
Coprothermobacter_proteolyticus,T00773,cpo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/945/GCA_000020945.1_ASM2094v1
Caldisericum_exile,T01804,cex,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/335/GCA_000284335.1_ASM28433v1
Desulfurispirillum_indicum,T01383,din,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/635/GCA_000177635.2_ASM17763v2
Deferribacter_desulfuricans,T01188,ddf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/985/GCA_000010985.1_ASM1098v1
Denitrovibrio_acetiphilus,T01189,dap,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/725/GCA_000025725.1_ASM2572v1
Geovibrio_thiophilus,T05803,gtl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/087/915/GCA_004087915.1_ASM408791v1
Calditerrivibrio_nitroreducens,T01364,cni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/405/GCA_000183405.1_ASM18340v1
Flexistipes_sinusarabici,T01539,fsi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/625/GCA_000218625.1_ASM21862v1
Mucispirillum_schaedleri,T08201,msch,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/995/GCA_000487995.2_ASM48799v2
Caldithrix_abyssi,T04549,caby,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/815/GCA_001886815.1_ASM188681v1
Dictyoglomus_thermophilum,T00774,dth,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/965/GCA_000020965.1_ASM2096v1
Dictyoglomus_turgidum,T00800,dtu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/645/GCA_000021645.1_ASM2164v1
Thermodesulfovibrio_yellowstonii,T00775,tye,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/985/GCA_000020985.1_ASM2098v1
Dissulfurispira_thermophila,T07039,dtp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/701/235/GCA_014701235.1_ASM1470123v1
Nitrospira_defluvii,T01281,nde,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/815/GCA_000196815.1_ASM19681v1
Nitrospira_moscoviensis,T04041,nmv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/775/GCA_001273775.1_ASM127377v1
Candidatus_Nitrospira_inopinata,T04169,nio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/458/695/GCA_001458695.1_NiCh1
Nitrospira_japonica,T05001,nja,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/565/GCA_900169565.1_NSJP_Ch1
Candidatus_Nitrospira_kreftii,T08052,nkf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/058/405/GCA_014058405.1_ASM1405840v1
Nitrospira_sp._KM1,T08344,nif,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/405/515/GCA_011405515.1_ASM1140551v1
Leptospirillum_ferrooxidans,T01809,lfc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/315/GCA_000284315.1_ASM28431v1
Leptospirillum_ferriphilum_ML-04,T02319,lfi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/235/GCA_000299235.1_ASM29923v1
Leptospirillum_ferriphilum_YSK,T03197,lfp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/975/GCA_000695975.1_ASM69597v1
Leptospirillum_sp._Group_II,T04007,leg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/186/405/GCA_001186405.1_ASM118640v1
Candidatus_Nitronauta_litoralis,T07016,nli,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/698/285/GCA_015698285.1_ASM1569828v1
Nitrospina_watsonii,T08754,nwt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/900/835/GCA_946900835.1_NSPWAT
Atribacter_laminatus,T07333,alam,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/775/515/GCA_015775515.1_ASM1577551v1
Candidatus_Saccharimonas_aalborgensis,T02673,saal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/435/GCA_000392435.1_ASM39243v1
Candidatus_Nanosynbacter_lyticus,T03502,sox,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/625/GCA_000803625.1_ASM80362v1
Candidatus_Nanosynbacter_featherlites,T08029,nft,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/697/565/GCA_005697565.1_ASM569756v1
Candidatus_Minimicrobia_vallesae,T07770,mvl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/866/205/GCA_018866205.1_ASM1886620v1
Candidatus_Minimicrobia_naudis,T07771,mnd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/866/225/GCA_018866225.1_ASM1886622v1
Candidatus_Mycosynbacter_amalyticus,T08481,mama,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/273/655/GCA_025273655.1_ASM2527365v1
Candidatus_Saccharibacteria_bacterium_RAAC3_TM7_1,T02942,sbe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/915/GCA_000503915.1_ASM50391v1
Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_44_17,T04605,sbag,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/695/GCA_001029695.1_ASM102969v1
Candidatus_Peribacter_riflensis,T04147,prf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/430/755/GCA_001430755.1_ASM143075v1
Candidatus_Bipolaricaulis_anaerobius,T05525,bana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/355/GCA_900465355.1_Ran1-1
Candidatus_Bipolaricaulis_sibiricus,T05809,bih,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/102/645/GCA_004102645.1_ASM410264v1
Candidatus_Absconditicoccus_praedator,T07729,aprd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/057/185/GCA_021057185.1_ASM2105718v1
Candidate_division_SR1_bacterium_RAAC1_SR1_1,T02946,srb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/875/GCA_000503875.1_ASM50387v1
Candidate_division_SR1_bacterium_Aalborg_AAW-1,T04487,srg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/007/975/GCA_001007975.1_ASM100797v1
Candidatus_Methylomirabilis_oxyfera,T02155,mox,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/165/GCA_000091165.1_ASM9116v1
Candidatus_Chazhemtobacterium_aquaticus,T06470,caqa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/936/135/GCA_009936135.1_ASM993613v1
Candidatus_Sumerlaea_chitinivorans,T09023,schv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/290/465/GCA_003290465.1_ASM329046v1
Candidatus_Babela_massiliensis,T02948,dpb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/475/GCA_000513475.1_Bbla
Candidatus_Chromulinivorax_destructor,T08204,cdes,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/366/055/GCA_003366055.1_ASM336605v1
Vermiphilus_pyriformis,T07973,vpm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/559/525/GCA_022559525.1_ASM2255952v1
Candidate_division_TM6_bacterium_GW2011_GWF2_28_16,T04457,tmg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/715/GCA_001029715.1_ASM102971v1
Candidate_division_WWE3_bacterium_RAAC2_WWE3_1,T02947,wwe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/835/GCA_000503835.1_ASM50383v1
Candidate_division_Kazan_bacterium_GW2011_GWA1_50_15,T03988,bgw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/795/GCA_001029795.1_ASM102979v1
Berkelbacteria_bacterium_GW2011_GWE1_39_12,T03992,bbgw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/735/GCA_001029735.1_ASM102973v1
Candidatus_Beckwithbacteria_bacterium_GW2011_GWC1_49_16,T04022,mib,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/675/GCA_001029675.1_ASM102967v1
Candidatus_Woesebacteria_bacterium_GW2011_GWF1_31_35,T04464,wba,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/755/GCA_001029755.1_ASM102975v1
Candidatus_Wolfebacteria_bacterium_GW2011_GWB1_47_1,T04023,pwo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/635/GCA_001029635.1_ASM102963v1
Candidatus_Campbellbacteria_bacterium_GW2011_OD1_34_28,T04488,cgw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/775/GCA_001029775.1_ASM102977v1
Bacterium_AB1,T04673,baab,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/625/GCA_001729625.1_ASM172962v1
Methanocaldococcus_jannaschii,T00003,mja,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/665/GCA_000091665.1_ASM9166v1
Methanocaldococcus_fervens,T00976,mfe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/985/GCA_000023985.1_ASM2398v1
Methanocaldococcus_vulcanius,T01105,mvu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/625/GCA_000024625.1_ASM2462v1
Methanocaldococcus_sp._FS406-22,T01175,mfs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/525/GCA_000025525.1_ASM2552v1
Methanocaldococcus_infernus,T01234,mif,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/305/GCA_000092305.1_ASM9230v1
Methanocaldococcus_bathoardescens,T03253,mjh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/065/GCA_000739065.1_ASM73906v1
Methanocaldococcus_lauensis_SG7,T07631,mesg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/827/225/GCA_902827225.1_Methanocaldococcus_lauensis_SG7
Methanocaldococcus_lauensis_SG1,T07808,mesa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/827/205/GCA_902827205.1_Methanocaldococcus_lauensis_SG1
Methanotorris_igneus,T01510,mig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/415/GCA_000214415.1_ASM21441v1
Methanococcus_maripaludis_S2,T00164,mmp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/585/GCA_000011585.1_ASM1158v1
Methanococcus_maripaludis_C5,T00491,mmq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/125/GCA_000016125.1_ASM1612v1
Methanococcus_maripaludis_C6,T00615,mmx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/485/GCA_000018485.1_ASM1848v1
Methanococcus_maripaludis_C7,T00553,mmz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/225/GCA_000017225.1_ASM1722v1
Methanococcus_maripaludis_X1,T01584,mmd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/645/GCA_000220645.1_ASM22064v1
Methanococcus_maripaludis_KA1,T03692,mmak,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/535/GCA_000828535.1_ASM82853v1
Methanococcus_maripaludis_OS7,T03693,mmao,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/555/GCA_000828555.1_ASM82855v1
Methanococcus_maripaludis_DSM_2067,T06430,mmad,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/945/325/GCA_002945325.1_ASM294532v1
Methanococcus_aeolicus,T00552,mae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/185/GCA_000017185.1_ASM1718v1
